package,latest_version,keywords,publish_time,description,creation_date,number_of_versions,download_count
umzug,3.8.2,"['migrate', 'migration', 'migrations', 'sequelize', 'database']",1727084759,Framework-agnostic migration tool for Node,2014-12-02T20:48:38.158Z,70,47490014
@nrwl/nx-linux-arm64-gnu,15.9.3,[],1682592361,,2023-01-30T21:09:52.802Z,56,9699046
@capgo/capacitor-navigation-bar,6.1.64,"['capacitor', 'plugin', 'navigation bar', 'android', 'native']",1731272868,Set navigation bar color for android lolipop and higher,2023-03-10T01:57:38.853Z,84,51931
expo-linking,7.0.2,"['react-native', 'expo', 'expo-linking']",1729851653,Create and open deep links universally,2020-04-29T19:59:48.178Z,91,14715747
@dicebear/open-peeps,9.2.2,['dicebear'],1726398744,Avatar style for DiceBear,2021-08-29T17:58:29.687Z,132,469207
@rollup/rollup-linux-riscv64-gnu,4.27.2,[],1731662425,Native bindings for Rollup,2023-12-08T07:58:14.843Z,63,63087217
remark-html,16.0.1,"['compile', 'html', 'markdown', 'mdast', 'plugin', 'remark', 'remark-plugin', 'stringify', 'unified']",1695551589,remark plugin to compile Markdown to HTML,2015-12-24T20:50:12.005Z,32,14267404
@loaders.gl/gltf,4.3.2,"['webgl', 'loader', '3d', 'mesh', 'point cloud', 'GLB', 'glTF']",1730275345,Framework-independent loader for the glTF format,2018-12-14T21:17:52.634Z,341,8635434
grunt-jscs,3.0.1,"['gruntplugin', 'jscs', 'code style', 'checker']",1466515049,Grunt task for checking JavaScript Code Style with jscs.,2013-06-24T21:36:45.969Z,28,719877
add-dom-event-listener,1.1.0,"['dom', 'event', 'ie']",1539555574,add dom event listener. normalize ie and others,2015-11-06T03:12:05.272Z,5,32750346
@segment/analytics.js-video-plugins,0.2.1,[],1611838548,Add automatic Segment event tracking to popular video players.,2018-08-15T16:41:30.901Z,18,23972356
nodemon,3.1.7,"['cli', 'monitor', 'monitor', 'development', 'restart', 'autoload', 'reload', 'terminal']",1726823314,Simple monitor script for use during development of a Node.js app.,2011-02-03T17:03:46.217Z,256,307913427
store2,2.14.3,"['localStorage', 'sessionStorage', 'json', 'namespace', 'store']",1708161847,Better localStorage,2013-04-08T23:48:48.849Z,45,240593195
fs-jetpack,5.1.0,"['fs', 'file system']",1666603239,Better file system API,2013-12-13T14:54:41.619Z,61,22699828
gifwrap,0.10.1,"['image', 'image', 'processing', 'image', 'manipulation', 'gif', 'javascript']",1647505066,A Jimp-compatible library for working with GIFs,2017-11-13T08:22:44.368Z,31,47711858
cronstrue,2.51.0,"['cron', 'cronjob', 'crontab', 'schedule', 'parser', 'cron expression', 'cron description', 'pretty cron', 'cron for humans', 'cron translated', 'cron english', 'cron schedule', 'cron english', 'cron schedule']",1730095076,Convert cron expressions into human readable descriptions,2016-07-28T19:36:17.549Z,195,34365071
resq,1.11.0,"['react', 'selector', 'resq', 'rescue', 'queryselector', 'query']",1673489692,React Element Selector Query (resq) - Query React components and children by selector (component name),2019-03-19T15:01:42.153Z,40,45560889
bthreads,0.5.1,"['threads', 'workers', 'worker_threads']",1572835035,worker threads for javascript,2019-01-13T04:28:22.954Z,16,267221
rate-limiter-flexible,5.0.4,"['ratelimter', 'authorization', 'security', 'rate', 'limit', 'bruteforce', 'throttle', 'redis', 'mongodb', 'dynamodb', 'mysql', 'postgres', 'prisma', 'koa', 'express', 'hapi']",1729387707,"Node.js rate limiter by key and protection from DDoS and Brute-Force attacks in process Memory, Redis, MongoDb, Memcached, MySQL, PostgreSQL, Cluster or PM",2018-05-06T15:59:02.551Z,164,24317783
@pixi/mixin-cache-as-bitmap,7.4.2,[],1710935925,Mixin to allow caching container and its children to a bitmap texture,2018-03-17T17:49:36.915Z,122,5140869
@googlemaps/js-api-loader,1.16.8,"['google', 'maps']",1722318608,Wrapper for the loading of Google Maps JavaScript API script in the browser,2020-04-09T22:34:24.599Z,57,69319499
@walletconnect/relay-api,1.0.11,"['relay', 'json-rpc', 'jsonrpc', 'api', 'provider']",1723169231,Relay JSON-RPC API,2021-07-26T10:32:00.566Z,15,15146331
@types/tape,5.6.4,[],1699349957,TypeScript definitions for tape,2016-05-17T19:04:20.443Z,27,3055113
@img/sharp-win32-x64,0.33.5,[],1723784998,Prebuilt sharp for use with Windows x64,2023-10-13T14:22:59.790Z,19,17187913
pvutils,1.1.3,[],1646185189,Common utilities for products from Peculiar Ventures,2016-08-05T11:09:22.696Z,20,157979064
get-folder-size,5.0.0,"['folder', 'directory', 'size']",1721485090,Get the size of a folder by iterating through its sub-files and -folders.,2014-05-25T09:07:41.540Z,11,4136318
@tryghost/bookshelf-order,0.1.28,[],1724264119,## Install,2021-06-15T10:37:36.633Z,29,198942
babel-plugin-syntax-export-extensions,6.13.0,['babel-plugin'],1470324900,Allow parsing of export extensions,2015-10-29T18:11:17.230Z,34,22338157
react-server-dom-turbopack,0.0.1,['react'],1695811420,React Server Components bindings for DOM using Turbopack. This is intended to be integrated into meta-frameworks. It is not intended to be imported directly.,2023-09-27T18:43:39.925Z,580,593624
fetchr,0.7.13,"['yahoo', 'flux', 'react', 'fetchr', 'dispatchr']",1724150639,Fetchr augments Flux applications by allowing Flux stores to be used on server and client to fetch data,2014-06-04T20:34:51.524Z,95,46359
compressible,2.0.18,"['compress', 'gzip', 'mime', 'content-type']",1578257409,Compressible Content-Type / mime checking,2013-12-19T00:48:45.488Z,26,986229356
@swagger-api/apidom-json-pointer,1.0.0-alpha.10,[],1729489942,Evaluate JSON Pointer expressions against ApiDOM.,2023-02-28T15:58:12.338Z,53,17848816
@unblockneteasemusic/rust-napi-win32-x64-msvc,0.4.0,[],1674172476,This is the **x86_64-pc-windows-msvc** binary for `@unblockneteasemusic/rust-napi`,2022-04-15T01:48:03.173Z,9,6284
@aws-amplify/api,6.1.3,[],1731506552,Api category of aws-amplify,2018-07-13T17:38:38.555Z,2141,33730782
blacklist,1.1.4,"['blacklist', 'filter', 'object', 'utility']",1468354935,Returns a shallow copy of an object without blacklisted properties,2015-03-27T01:29:18.547Z,6,3727184
aria-hidden,1.2.4,"['DOM', 'aria', 'hidden', 'inert']",1710903812,"Cast aria-hidden to everything, except...",2018-10-23T06:47:56.095Z,10,269410405
rc-table,7.48.1,"['react', 'react-table', 'table', 'component', 'ui']",1728437604,table ui component for react,2014-12-12T03:14:26.649Z,440,64245975
react-magic-dropzone,1.0.1,"['react-component', 'react', 'drag', 'drop', 'upload']",1510086676,"Magically drag and drop files/links, built for React",2017-11-01T23:50:32.942Z,5,1072823
ember-cli-preprocess-registry,5.0.1,[],1683789855,Preprocessor registry used internally by ember-cli.,2015-06-30T16:02:32.642Z,17,6954558
esbuild-sunos-64,0.15.18,[],1670176528,"The illumos 64-bit binary for esbuild, a JavaScript bundler.",2021-09-02T13:15:35.154Z,96,55903870
graphql-tag,2.12.6,[],1636175060,A JavaScript template literal tag that parses GraphQL queries,2016-06-24T20:58:17.270Z,65,315268891
postcss-calc,10.0.2,"['css', 'postcss', 'postcss-plugin', 'calculation', 'calc']",1723805367,PostCSS plugin to reduce calc(),2014-08-04T10:19:24.232Z,35,552631326
undeclared-identifiers,1.1.3,"['ast', 'check', 'detect', 'identifiers', 'javascript', 'undeclared']",1550972185,find undeclared identifiers and property accesses in a javascript file.,2018-03-10T10:23:01.766Z,5,46669559
truffle-contract,4.0.31,"['abstraction', 'contract', 'ethereum', 'truffle']",1567089210,A better contract abstraction for Ethereum (formerly EtherPudding),2017-01-09T22:27:50.193Z,76,110085
stylelint-less,3.0.1,"['stylelint', 'stylelint-plugin', 'css', 'less']",1702784438,A collection of Less specific rules for stylelint,2021-06-28T16:06:32.798Z,12,1982533
@spree/dashboard,0.2.1,[],1660552752,Spree Dashboard,2021-11-06T21:15:16.990Z,7,74073
sander,0.6.0,[],1480189478,Promise-based power tool for common filesystem tasks,2014-09-13T21:58:04.256Z,24,16625269
@embroider/macros,1.16.9,['ember-addon'],1728514625,Standardized build-time macros for ember apps.,2019-02-27T07:33:25.226Z,451,13393808
html-validator,6.0.1,"['html-validator', 'html-validate', 'validation', 'validator.w3.org']",1652489520,Validate html using validator.w3.org/nu og html-validate,2014-03-25T19:58:06.483Z,62,1398753
sockjs,0.3.24,"['websockets', 'websocket']",1638467449,"SockJS-node is a server counterpart of SockJS-client a JavaScript library that provides a WebSocket-like object in the browser. SockJS gives you a coherent, cross-browser, Javascript API which creates a low latency, full duplex, cross-domain communication",2011-08-11T16:17:37.350Z,36,564893016
github-url-from-git,1.5.0,"['github', 'git', 'url', 'parser']",1480183063,Parse a github git url and return the github repo url,2013-04-06T15:10:56.575Z,8,15822806
primer-forms,3.0.0,"['primer', 'css', 'github', 'design-system', 'forms', 'inputs', 'select menus']",1548432015,Style individual form controls and utilize common layouts.,2016-05-25T12:37:47.005Z,858,118173
apollo-datasource,3.3.2,[],1655283299,,2018-07-14T00:49:57.278Z,65,69079229
typedoc,0.26.11,"['typescript', 'documentation', 'generator']",1730448862,Create api documentation for TypeScript projects.,2014-05-24T22:40:57.601Z,314,59278590
trim-newlines,5.0.0,"['trim', 'newline', 'newlines', 'linebreak', 'lf', 'crlf', 'left', 'right', 'start', 'end', 'string', 'remove', 'delete', 'strip']",1679305012,Trim newlines from the start and/or end of a string,2015-09-29T09:28:27.741Z,10,720858092
@vscode/vsce,3.2.1,"['vscode', 'vsce', 'extension']",1729729738,VS Code Extensions Manager,2022-12-02T15:35:28.081Z,86,5302127
buble,0.20.0,"['javascript', 'transpilation', 'compilation', 'esnext', 'es2015', 'es2017', 'es6', 'es7']",1585208949,"The blazing fast, batteries-included ES2015 compiler",2016-04-07T21:52:15.336Z,109,13146241
@snowplow/browser-tracker-core,4.0.2,[],1731311520,Core functionality for Snowplow Browser trackers,2021-03-08T21:18:10.297Z,74,11690795
@growthbook/growthbook,1.2.1,[],1728403202,[GrowthBook](https://www.growthbook.io) is an open source Feature Flagging and Experimentation platform.,2020-07-09T14:22:05.286Z,59,10117602
@react-pdf/image,3.0.1,[],1731778625,Parses the images in png or jpeg format for react-pdf document,2020-07-21T15:48:41.162Z,24,23592622
@opentelemetry/instrumentation-generic-pool,0.40.0,"['generic-pool', 'instrumentation', 'nodejs', 'opentelemetry', 'tracing']",1729838067,OpenTelemetry instrumentation for `generic-pool` resource pool for managing expensive resources,2021-06-04T16:50:09.058Z,33,38373661
@nestjs/passport,10.0.3,[],1701657857,"Nest - modern, fast, powerful node.js web framework (@passport)",2018-04-29T13:50:59.125Z,44,47179892
ldap-filter,0.3.3,[],1475156900,API for handling LDAP-style filters,2014-10-16T21:39:49.784Z,11,7055607
eslint-plugin-ft-flow,3.0.11,"['eslint', 'eslintplugin', 'plugin', 'flow', 'flow-bin', 'flowtype', 'flow-typed']",1720750371,Flowtype linting rules for ESLint by flow-typed,2021-12-11T05:51:59.253Z,25,29779885
router,1.3.8,[],1677228158,Simple middleware-style router,2011-06-23T11:01:08.263Z,66,32555484
mdast-util-compact,5.0.0,"['unist', 'mdast', 'mdast-util', 'util', 'utility', 'tree', 'compact', 'node']",1688716042,mdast utility to make a tree compact,2016-07-16T15:29:32.745Z,12,34350824
ansi-to-react,6.1.6,"['ansi', 'react']",1627489434,ANSI to React Elements,2016-01-05T00:04:30.107Z,67,2531323
decap-cms-widget-colorstring,3.1.3,"['decap-cms', 'widget', 'color']",1723520681,Widget for editing color strings in Decap CMS.,2023-08-18T12:04:13.417Z,12,188487
react-country-flag,3.1.0,[],1680195162,> React component for emoji/svg country flags.,2017-08-03T18:51:18.139Z,29,7362935
through2,4.0.2,"['stream', 'streams2', 'through', 'transform']",1593451495,A tiny wrapper around Node.js streams.Transform (Streams2/3) to avoid explicit subclassing noise,2013-08-01T03:52:14.750Z,38,1518094198
eslint-plugin-astro,1.3.1,"['eslint', 'eslint-plugin', 'eslintplugin', 'astro', 'astrojs']",1730904643,ESLint plugin for Astro component,2022-05-22T17:46:46.063Z,67,3663043
debuglog,1.0.1,[],1394014499,backport of util.debuglog from node v0.11,2013-07-05T00:17:31.535Z,6,143698631
@apollo/cache-control-types,1.0.3,"['apollo', 'graphql', 'typescript', 'node']",1687768657,TypeScript types for Apollo Server info.cacheControl,2022-08-03T22:58:16.632Z,4,52539002
postcss-dir-pseudo-class,9.0.1,"['attribute', 'css', 'directionality', 'directions', 'left', 'left-to-right', 'ltr', 'polyfill', 'postcss', 'postcss-plugin', 'right', 'right-to-left', 'rtl', 'selector']",1729691063,Use the :dir pseudo-class in CSS,2017-06-01T17:51:34.561Z,20,291922774
@graphql-mesh/runtime,0.104.2,[],1731652613,,2020-02-23T21:14:21.296Z,3726,2098609
lodash.reject,4.6.0,"['lodash-modularized', 'reject']",1471081435,The lodash method `_.reject` exported as a module.,2013-09-23T06:37:23.747Z,23,40405244
@jimp/plugin-blit,1.6.0,[],1725869193,,2018-08-26T04:22:35.600Z,241,56182750
@linaria/core,6.2.0,"['css', 'css-in-js', 'linaria', 'react', 'styled-components']",1714103151,Blazing fast zero-runtime CSS in JS library,2020-11-07T19:29:11.878Z,43,13651985
mdast-util-toc,7.1.0,"['unist', 'mdast', 'mdast-util', 'util', 'utility', 'markdown', 'table', 'contents', 'toc']",1717310593,mdast utility to generate a table of contents from a tree,2016-07-18T11:54:25.294Z,26,15318331
cspell-io,8.16.0,['cspell'],1730929640,A library of useful I/O functions used across various cspell tools.,2019-05-20T11:37:10.326Z,278,25719895
@types/hotwired__turbo,8.0.2,[],1731324733,TypeScript definitions for @hotwired/turbo,2024-02-26T17:35:19.814Z,3,92063
httpntlm,1.8.13,[],1689289986,httpntlm is a Node.js library to do HTTP NTLM authentication,2013-08-14T01:06:19.948Z,34,54024058
@aws-amplify/api-rest,4.0.58,[],1731506544,Api-rest category of aws-amplify,2020-01-10T23:04:29.725Z,1701,33263879
mdx-bundler,10.0.3,"['mdx', 'bundler', 'mdx-bundler', 'esbuild']",1723818358,Compile and bundle your MDX files and their dependencies. FAST.,2021-02-14T00:34:49.090Z,46,3461685
executable,4.1.1,"['exec', 'executable', 'permission']",1518007977,Check if a file is executable,2014-02-06T12:33:58.435Z,15,306661055
@babel/plugin-transform-sticky-regex,7.25.9,['babel-plugin'],1729581672,Compile ES2015 sticky regex to an ES5 RegExp constructor,2017-10-30T18:35:29.726Z,74,1130912299
babel6-plugin-strip-class-callcheck,6.0.0,"['babel', 'babel-plugin']",1489494521,Strips classCallCheck from babel6 output,2017-03-14T20:28:41.011Z,1,4760113
reduce-flatten,3.0.1,"['array', 'reduce', 'flatten']",1621387877,Isomorphic map-reduce function to flatten an array into the supplied array,2016-02-25T17:57:39.269Z,5,65606327
@webtorrent/semantic-release-config,1.0.10,[],1690084307,Shareable semantic-release configuration,2021-05-21T14:51:33.743Z,11,12490
@vscode/vsce-sign-alpine-x64,2.0.4,[],1731288767,Visual Studio Code extension package signing and verification binary for alpine-x64,2024-02-16T19:06:30.782Z,4,131949
@loki/create-async-callback,0.35.1,['loki'],1724756038,Loki async story management helper,2020-07-25T10:27:07.237Z,16,551802
@wordpress/interactivity-router,2.12.0,"['wordpress', 'gutenberg', 'interactivity']",1731751917,"Package that exposes state and actions from the `core/router` store, part of the Interactivity API.",2024-01-24T21:44:33.891Z,39,439630
@emotion/styled,11.13.0,[],1721432250,styled API for emotion,2018-02-09T14:09:39.194Z,102,301109883
robust-dot-product,1.0.0,"['dot', 'product', 'exact', 'arithmetic']",1398695802,Exactly computes the dot product between two vectors,2013-10-10T04:21:05.396Z,2,2387872
default-compare,1.0.0,"['compare', 'default']",1505119068,"Basic sort algorithm that has similar behavior to Array.prototype.sort for null and undefined, but also allows sorting by an object property.",2017-09-11T16:37:48.264Z,1,65067034
unified-args,11.0.1,"['arguments', 'cli', 'engine', 'processor', 'unified']",1701229621,create CLIs for unified processors,2016-06-10T11:14:56.453Z,22,7406959
@stylistic/eslint-plugin-ts,2.10.1,[],1730412699,"TypeScript stylistic rules for ESLint, migrated from [`typescript-eslint`](https://github.com/typescript-eslint/typescript-eslint).",2023-09-18T12:54:26.227Z,62,14713405
reftools,1.1.9,"['json-reference', 'json-pointer', 'object', 'objects', 'circular', 'reference', 'dereference', 'clone', 'flatten', 'recurse', 'recursion', 'iterate', 'iteration', 'traverse', 'traversal', 'visitor']",1625631223,Utility functions to deal with references in objects,2017-10-14T16:27:35.497Z,42,65791159
mathml-tag-names,3.0.2,"['mathml', 'math', 'tag', 'name', 'element', 'tagname', 'w3c']",1635728039,List of known MathML tag names,2016-03-19T10:45:20.673Z,10,199312110
node-fetch-commonjs,3.3.2,"['fetch', 'http', 'promise', 'request', 'curl', 'wget', 'xhr', 'whatwg']",1694506041,A light-weight module that brings Fetch API to node.js,2021-09-15T02:31:36.067Z,9,16682639
staged-git-files,1.3.0,"['git', 'pre-commit', 'post-commit', 'hooks']",1643831266,get a list of staged git files and their status,2013-10-17T04:23:16.206Z,10,15119223
persistgraphql,0.3.11,[],1509048888,A build tool for GraphQL projects.,2017-01-30T15:26:28.607Z,23,519493
ts-results,3.3.0,"['Rust', 'Result', 'Results', 'Option', 'Options', 'Typescript', 'TS', 'Ok', 'Err', 'Some', 'None', 'Typed Errors', 'Error Handling', 'Monad', 'Maybe', 'Union']",1621765535,A typescript implementation of Rust's Result and Option objects.,2019-02-12T17:10:11.401Z,18,2566439
@pixi/text,7.4.2,[],1710935956,Text via the Canvas API,2018-03-17T17:49:39.957Z,122,5429807
@datastructures-js/binary-search-tree,5.3.2,"['binary search tree', 'bst js', 'bst es6', 'binary search tree es6', 'binary search tree js', 'avl tree', 'avl tree es6', 'avl tree js', 'self balancing tree']",1704649820,binary search tree & avl tree (self balancing tree) implementation in javascript,2018-07-13T06:30:35.028Z,41,361224
prr,1.0.1,"['property', 'properties', 'defineProperty', 'ender']",1405983049,A better Object.defineProperty(),2013-04-01T17:21:27.562Z,3,536983232
detect-libc,2.0.3,"['libc', 'glibc', 'musl']",1710813472,Node.js module to detect the C standard library (libc) implementation family and version,2017-07-03T20:58:20.378Z,18,846278118
tap,21.0.1,"['assert', 'tap', 'test', 'testing', 'framework', 'cli', 'tapjs', 'tapjs plugin']",1723557329,A Test-Anything-Protocol library for JavaScript,2011-04-21T07:10:43.641Z,418,12546556
jsbi,4.3.0,[],1650273485,"JSBI is a pure-JavaScript implementation of [the ECMAScript BigInt proposal](https://tc39.es/proposal-bigint/), which officially became a part of the JavaScript language in ES2020.",2018-08-31T15:22:05.741Z,28,88224666
eslint-friendly-formatter,4.0.1,"['eslint', 'formatter', 'reporter', 'eslint formatter', 'stylish']",1523219135, simple formatter/reporter for eslint that's friendly with Sublime Text and iterm2 'click to open file' functionality,2015-03-03T11:39:14.092Z,24,5430115
object-copy,1.0.0,"['copy', 'object']",1498362495,"Copy static properties, prototype properties, and descriptors from one object to another.",2016-06-09T18:07:50.184Z,2,609640171
backoff,2.5.0,"['backoff', 'retry', 'fibonacci', 'exponential']",1457767273,Fibonacci and exponential backoffs.,2012-04-20T01:04:30.744Z,18,31429369
@fastify/type-provider-typebox,5.0.1,"['typebox', 'fastify']",1730447557,A Type Provider for Typebox over Fastify,2021-12-09T13:05:43.314Z,23,3856322
color-name,2.0.0,"['color-name', 'color', 'color-keyword', 'keyword']",1667889167,A list of color names and its values,2014-11-23T16:18:30.217Z,10,11360160279
qs,6.13.0,"['querystring', 'qs', 'query', 'url', 'parse', 'stringify']",1722503943,"A querystring parser that supports nesting and arrays, with a depth limit",2011-02-04T04:40:23.617Z,113,3750445398
photoswipe-deep-zoom-plugin,1.1.2,"['tile', 'zoom', 'pan', 'photoswipe', 'dzi', 'iif', 'zoomify', 'deepzoom']",1648933842,A plugin that adds tile-based zoom support to PhotoSwipe. Supports Deepzoom and Zoomify tile formats.,2022-03-23T08:04:53.390Z,3,5771
cy-verify-downloads,0.2.6,"['cypress', 'plugins', 'command', 'wait', 'download']",1729928444,Cypress custom command to wait and verify that file has been downloaded,2021-08-05T10:48:58.058Z,32,8361859
gulp-concat-util,0.5.5,"['gulp', 'angular']",1454390835,"Gulp task to concat, prepend, append or transform files",2014-04-04T10:37:17.384Z,10,123043
postcss-cssnext,3.1.1,"['postcss', 'postcss-plugin', 'css', 'w3c', 'cssnext']",1631498350,"Use tomorrow’s CSS syntax, today",2015-09-14T12:17:59.369Z,20,6655459
@payloadcms/db-mongodb,1.7.3,[],1727810515,The officially supported MongoDB database adapter for Payload,2023-10-01T18:16:03.721Z,358,1009193
dom-event-types,1.1.0,"['DOM event data', 'DOM event interfaces', 'DOM events json']",1643932213,DOM events data scraped from MDN,2018-09-22T19:45:50.576Z,2,33670498
dns-socket,4.2.2,"['dns', 'domain', 'socket', 'low-level']",1622205213,Make low-level DNS requests with retry and timeout support.,2016-02-23T04:34:38.998Z,23,8452347
acorn-dynamic-import,4.0.0,[],1538387327,Support dynamic imports in acorn,2016-11-22T01:54:45.398Z,7,51184577
adm-zip,0.5.16,"['zip', 'methods', 'archive', 'unzip']",1724974850,Javascript implementation of zip for nodejs with support for electron original-fs. Allows user to create or extract zip files both in memory or to/from disk,2012-02-23T13:50:30.878Z,40,237575684
byte-length,1.0.2,"['bytes', 'content-length', 'length', 'string']",1508172405,Get the real byte length of a string.,2015-10-03T04:35:33.932Z,5,5927932
express-jwt,8.4.1,"['auth', 'authn', 'authentication', 'authz', 'authorization', 'http', 'jwt', 'token', 'oauth', 'express']",1675672418,JWT authentication middleware.,2013-10-23T02:44:06.326Z,71,21620794
@polka/url,0.5.0,[],1537265852,"Super fast, memoized `req.url` parser",2018-09-18T18:17:32.040Z,19,345852436
char-regex,2.0.1,"['character', 'regex', 'match', 'split', 'length']",1644875211,"A regex to match any full character, considering weird character ranges.",2020-01-31T10:52:35.351Z,5,1146642831
spawnd,10.1.4,"['spawn', 'exec', 'process', 'child_process', 'dependent', 'exit', 'child']",1729901493,Spawn a dependent child process.,2018-03-04T19:21:19.964Z,22,44992987
@graphql-eslint/eslint-plugin,3.20.1,"['eslint', 'eslintplugin', 'eslint-plugin', 'graphql']",1689204204,GraphQL plugin for ESLint,2020-06-09T02:53:51.756Z,481,25617762
dmg-builder,25.1.8,[],1728207616,Utilities to build DMG. Used by [electron-builder](https://github.com/electron-userland/electron-builder).,2017-08-25T07:26:17.271Z,263,13923222
@protobuf-ts/runtime-rpc,2.9.4,"['Protocol Buffers', 'protobuf', 'TypeScript', 'RPC']",1710303939,"Runtime library for RPC clients generated by the protoc plugin ""protobuf-ts""",2020-08-13T18:52:42.412Z,106,12067493
@loki/target-chrome-aws-lambda,0.35.0,['loki'],1711782709,Loki Chrome AWS Lambda target,2020-02-21T02:37:27.905Z,17,1792678
@types/serviceworker,0.0.103,[],1731528545,Types for the global scope of Service Workers,2021-07-19T14:33:33.231Z,103,522077
@styled-icons/heroicons-solid,10.47.0,['styled-icons'],1671720725,Heroicons Solid icons available as Styled Components,2020-02-25T00:29:24.166Z,16,689530
istanbul-lib-report,3.0.1,"['istanbul', 'report', 'api', 'lib']",1690266698,Base reporting library for istanbul,2015-11-22T06:51:48.997Z,25,1329165020
@editorjs/underline,1.2.1,"['underline', 'tool', 'plugin', 'editor.js', 'editorjs']",1728707981,Inline tool for underlining text fragments,2020-06-10T06:41:38.145Z,3,751558
@graphql-tools/batch-execute,9.0.6,[],1731481141,A set of utils for faster development of GraphQL tools,2020-10-04T22:53:36.775Z,500,186337127
detect-touch-events,2.0.2,"['detect', 'touch', 'touch events', 'touch device']",1599734112,Detect if the browser supports the touch events api,2016-07-06T05:59:31.630Z,8,2830140
kindof,2.0.0,"['kind', 'tostring', 'type', 'typeof']",1432520596,"A proper typeof that works with primitives, built-in value objects and those from other execution contexts.",2013-09-14T13:08:12.106Z,3,1371433
@tryghost/bookshelf-include-count,0.3.16,[],1724264125,## Install,2021-06-15T10:37:36.634Z,36,199050
@sentry/node,8.38.0,[],1731393587,Sentry Node SDK using OpenTelemetry for performance instrumentation,2018-02-23T09:07:35.815Z,536,297644976
@safe-global/safe-gateway-typescript-sdk,3.22.2,[],1723089685,[![npm](https://img.shields.io/npm/v/@safe-global/safe-gateway-typescript-sdk?label=%40safe-global%2Fsafe-gateway-typescript-sdk)](https://www.npmjs.com/package/@safe-global/safe-gateway-typescript-sdk),2022-12-08T19:12:23.164Z,71,9107549
@types/fuzzy-search,2.1.5,[],1700724943,TypeScript definitions for fuzzy-search,2018-12-03T23:38:33.440Z,6,3499610
@verdaccio/local-storage,10.3.4,"['plugin', 'verdaccio', 'storage', 'local-storage']",1693658496,Local storage implementation,2017-08-12T11:19:53.552Z,157,5906376
@fullcalendar/resource-common,5.11.5,[],1683554862,Offers base support for resources. Required for all resource-related plugins.,2019-02-06T04:38:50.882Z,38,2772598
pg,8.13.1,"['database', 'libpq', 'pg', 'postgre', 'postgres', 'postgresql', 'rdbms']",1729755669,PostgreSQL client - pure javascript & libpq with the same API,2010-12-19T22:44:11.618Z,225,269414176
@radix-ui/react-menu,2.1.2,[],1727787585,,2020-12-15T15:31:28.426Z,256,90899306
@plotly/webpack-dash-dynamic-import,1.3.0,[],1638915647,Webpack Plugin for Dynamic Import in Dash,2019-10-03T18:07:38.457Z,12,117215
ansi-style-parser,3.0.2,"['ansi', 'styles', 'colors', 'parser']",1678221503,Parse ANSI colors and styles,2016-04-26T19:52:17.058Z,7,280107
decap-cms-editor-component-image,3.1.3,"['decap-cms', 'editor', 'component']",1723520680,Image component for Decap CMS editor widget,2023-08-18T12:04:08.513Z,9,189380
spark-md5,3.0.2,"['md5', 'fast', 'spark', 'incremental']",1629878659,Lightning fast normal and incremental md5 for javascript,2013-11-07T21:28:11.215Z,9,59084376
@tanstack/react-query-persist-client,5.60.5,[],1731665234,React bindings to work with persisters in TanStack/react-query,2022-07-18T19:04:48.507Z,344,12815420
weak-lru-cache,1.2.2,"['cache', 'weak', 'references', 'LRU', 'LRFU']",1643741970,An LRU cache of weak references,2020-09-19T03:42:11.337Z,25,38820924
@types/dom4,2.0.4,[],1699293334,TypeScript definitions for dom4,2016-05-17T04:46:54.406Z,17,5837548
dax-sh,0.42.0,[],1725893263,Cross platform shell tools inspired by zx.,2024-01-29T00:19:40.244Z,8,458429
gatsby-source-datocms,5.1.5,"['gatsby', 'gatsby-plugin', 'gatsby-source-plugin']",1705996371,Gatsby source plugin for building websites using DatoCMS as data source,2017-12-01T14:59:45.600Z,192,253350
@wojtekmaj/react-daterange-picker,6.0.0,"['calendar', 'date', 'date-picker', 'date-range', 'date-range-picker', 'month-picker', 'react']",1714441472,A date range picker for your React app.,2018-08-17T06:11:23.126Z,37,1925883
check-error,2.1.1,"['check-error', 'error', 'chai util']",1715172595,Error comparison and information related utility for node and the browser,2016-06-03T15:32:19.225Z,7,528415623
faunadb,4.8.1,"['database', 'fauna', 'official', 'driver']",1728904253,FaunaDB Javascript driver for Node.JS and Browsers,2016-02-11T19:41:01.219Z,72,911837
regenerator-transform,0.15.2,"['regenerator', 'runtime', 'generator', 'async']",1691141147,Explode async and generator functions into a state machine.,2016-05-30T19:09:25.267Z,36,1133879009
@napi-rs/nice-linux-x64-gnu,1.0.1,"['napi-rs', 'NAPI', 'N-API', 'Rust', 'node-addon', 'node-addon-api', 'nice']",1726432118,https://linux.die.net/man/2/nice binding for Node.js,2024-09-14T02:32:06.646Z,2,2332327
warning,4.0.3,"['warning', 'facebook', 'react', 'invariant']",1549717708,A mirror of Facebook's Warning,2015-04-01T00:23:13.847Z,10,467011331
promise-call-limit,3.0.2,[],1725798791,"Call an array of promise-returning functions, restricting concurrency to a specified limit.",2020-01-28T01:15:33.814Z,6,101566492
@nanostores/preact,0.5.2,"['store', 'state', 'state manager', 'preact']",1722699643,"Preact integration for Nano Stores, a tiny state manager with many atomic tree-shakable stores",2021-10-21T22:18:17.171Z,13,119212
